elapsed_s,packet_sequence,module_id,expected,status,status_name,payload_bytes,valid,marker,mode,flags,sequence,base_sequence,K,K1,K2,cache_outcome,main_window,error,diagnostic_prefix_hex
0.0024692000006325543,597631,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597631,1,True,0x00,OK,112,True,ESKD,DELTA,0x33,20125,20124,14,7,7,initial_unanchored_delta,False,,
0.0024692000006325543,597631,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597631,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20125,20124,0,0,0,initial_unanchored_delta,False,,
0.0024692000006325543,597632,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597632,1,True,0x00,OK,110,True,ESKD,DELTA,0x33,20126,20125,13,6,7,initial_unanchored_delta,False,,
0.0024692000006325543,597632,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597632,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20126,20125,0,0,0,initial_unanchored_delta,False,,
0.0024692000006325543,597633,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597633,1,True,0x00,OK,124,True,ESKD,DELTA,0x33,20127,20126,20,7,13,initial_unanchored_delta,False,,
0.0024692000006325543,597633,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597633,3,True,0x00,OK,112,True,ESKD,DELTA,0x33,20127,20126,14,14,0,initial_unanchored_delta,False,,
0.0024692000006325543,597634,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597634,1,True,0x00,OK,116,True,ESKD,DELTA,0x33,20128,20127,16,9,7,initial_unanchored_delta,False,,
0.0024692000006325543,597634,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0024692000006325543,597634,3,True,0x00,OK,92,True,ESKD,DELTA,0x33,20128,20127,4,4,0,initial_unanchored_delta,False,,
0.004296900006011128,597635,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.004296900006011128,597635,1,True,0x00,OK,126,True,ESKD,DELTA,0x33,20129,20128,21,9,12,initial_unanchored_delta,False,,
0.004296900006011128,597635,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.004296900006011128,597635,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20129,20128,0,0,0,initial_unanchored_delta,False,,
0.008075699995970353,597636,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.008075699995970353,597636,1,True,0x00,OK,132,True,ESKD,DELTA,0x33,20130,20129,24,7,17,initial_unanchored_delta,False,,
0.008075699995970353,597636,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.008075699995970353,597636,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20130,20129,1,1,0,initial_unanchored_delta,False,,
0.013021199993090704,597637,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.013021199993090704,597637,1,True,0x00,OK,130,True,ESKD,DELTA,0x33,20131,20130,23,10,13,initial_unanchored_delta,False,,
0.013021199993090704,597637,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.013021199993090704,597637,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20131,20130,1,1,0,initial_unanchored_delta,False,,
0.01836869999533519,597638,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.01836869999533519,597638,1,True,0x00,OK,116,True,ESKD,DELTA,0x33,20132,20131,16,7,9,initial_unanchored_delta,False,,
0.01836869999533519,597638,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.01836869999533519,597638,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20132,20131,0,0,0,initial_unanchored_delta,False,,
0.02344049999373965,597639,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.02344049999373965,597639,1,True,0x00,OK,122,True,ESKD,DELTA,0x33,20133,20132,19,6,13,initial_unanchored_delta,False,,
0.02344049999373965,597639,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.02344049999373965,597639,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,20133,20132,2,2,0,initial_unanchored_delta,False,,
0.02810589998262003,597640,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.02810589998262003,597640,1,True,0x00,OK,128,True,ESKD,DELTA,0x33,20134,20133,22,4,18,initial_unanchored_delta,False,,
0.02810589998262003,597640,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.02810589998262003,597640,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20134,20133,1,1,0,initial_unanchored_delta,False,,
0.03295779999461956,597641,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.03295779999461956,597641,1,True,0x00,OK,116,True,ESKD,DELTA,0x33,20135,20134,16,6,10,initial_unanchored_delta,False,,
0.03295779999461956,597641,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.03295779999461956,597641,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20135,20134,1,1,0,initial_unanchored_delta,False,,
0.037947699980577454,597642,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.037947699980577454,597642,1,True,0x00,OK,118,True,ESKD,DELTA,0x33,20136,20135,17,5,12,initial_unanchored_delta,False,,
0.037947699980577454,597642,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.037947699980577454,597642,3,True,0x00,OK,90,True,ESKD,DELTA,0x33,20136,20135,3,3,0,initial_unanchored_delta,False,,
0.04282699999748729,597643,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.04282699999748729,597643,1,True,0x00,OK,128,True,ESKD,DELTA,0x33,20137,20136,22,5,17,initial_unanchored_delta,False,,
0.04282699999748729,597643,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.04282699999748729,597643,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20137,20136,1,1,0,initial_unanchored_delta,False,,
0.05955770000582561,597644,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597644,1,True,0x00,OK,126,True,ESKD,DELTA,0x33,20138,20137,21,7,14,initial_unanchored_delta,False,,
0.05955770000582561,597644,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597644,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20138,20137,0,0,0,initial_unanchored_delta,False,,
0.05955770000582561,597645,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597645,1,True,0x00,OK,136,True,ESKD,DELTA,0x33,20139,20138,26,8,18,initial_unanchored_delta,False,,
0.05955770000582561,597645,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597645,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20139,20138,1,1,0,initial_unanchored_delta,False,,
0.05955770000582561,597646,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597646,1,True,0x00,OK,116,True,ESKD,DELTA,0x33,20140,20139,16,3,13,initial_unanchored_delta,False,,
0.05955770000582561,597646,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.05955770000582561,597646,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,20140,20139,2,2,0,initial_unanchored_delta,False,,
0.06590839999262244,597647,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.06590839999262244,597647,1,True,0x00,OK,138,True,ESKD,DELTA,0x33,20141,20140,27,7,20,initial_unanchored_delta,False,,
0.06590839999262244,597647,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.06590839999262244,597647,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,20141,20140,2,2,0,initial_unanchored_delta,False,,
0.07600569998612627,597648,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.07600569998612627,597648,1,True,0x00,OK,136,True,ESKD,DELTA,0x33,20142,20141,26,10,16,initial_unanchored_delta,False,,
0.07600569998612627,597648,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.07600569998612627,597648,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20142,20141,1,1,0,initial_unanchored_delta,False,,
0.07682059999206103,597649,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.07682059999206103,597649,1,True,0x00,OK,126,True,ESKD,DELTA,0x33,20143,20142,21,7,14,initial_unanchored_delta,False,,
0.07682059999206103,597649,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.07682059999206103,597649,3,True,0x00,OK,84,True,ESKD,DELTA,0x33,20143,20142,0,0,0,initial_unanchored_delta,False,,
0.0778058999858331,597650,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0778058999858331,597650,1,True,0x00,OK,138,True,ESKD,DELTA,0x33,20144,20143,27,9,18,initial_unanchored_delta,False,,
0.0778058999858331,597650,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.0778058999858331,597650,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,20144,20143,2,2,0,initial_unanchored_delta,False,,
0.08306879998417571,597651,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.08306879998417571,597651,1,True,0x00,OK,140,True,ESKD,DELTA,0x33,20145,20144,28,10,18,initial_unanchored_delta,False,,
0.08306879998417571,597651,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.08306879998417571,597651,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20145,20144,1,1,0,initial_unanchored_delta,False,,
0.08792489999905229,597652,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.08792489999905229,597652,1,True,0x00,OK,108,True,ESKD,DELTA,0x33,20146,20145,12,6,6,initial_unanchored_delta,False,,
0.08792489999905229,597652,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.08792489999905229,597652,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20146,20145,1,1,0,initial_unanchored_delta,False,,
0.09503460000269115,597653,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.09503460000269115,597653,1,True,0x00,OK,132,True,ESKD,DELTA,0x33,20147,20146,24,7,17,initial_unanchored_delta,False,,
0.09503460000269115,597653,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.09503460000269115,597653,3,True,0x00,OK,86,True,ESKD,DELTA,0x33,20147,20146,1,0,1,initial_unanchored_delta,False,,
0.09808170000906102,597654,0,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
0.09808170000906102,597654,1,True,0x00,OK,154,True,ESKD,DELTA,0x33,20148,20147,35,11,24,initial_unanchored_delta,False,,
0.09808170000906102,597654,2,False,0x85,MODE_TRANSITION,0,False,,,,,,,,,not_updated,False,,
