row,column,in_common_mask,inverse_knots,has_usable_inverse,merged_knots,flat_intervals,pava_adjusted,max_pava_adjustment_adc,inverse_min_g,inverse_max_g,inverse_zero_offset_g,inverse_upper_shortfall_g
1,1,True,21,True,1,1,True,0.75,0.0,5000.0,0.0,0.0
1,2,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,3,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,4,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,5,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,6,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,7,True,20,True,2,1,True,16.333333333333314,0.0,5000.0,0.0,0.0
1,8,True,20,True,2,1,True,22.0,71.0,5000.0,71.0,0.0
1,9,True,19,True,3,2,True,86.66666666666669,71.0,5000.0,71.0,0.0
1,10,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,11,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,12,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,13,True,21,True,1,1,True,0.5,0.0,5000.0,0.0,0.0
1,14,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,15,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
1,16,True,21,True,1,1,False,0.0,36.5,5000.0,36.5,0.0
2,1,True,18,True,4,2,True,2.0,36.5,5000.0,36.5,0.0
2,2,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,3,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,4,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,5,True,21,True,1,1,True,1.5,0.0,5000.0,0.0,0.0
2,6,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,7,True,19,True,3,1,True,26.25,0.0,5000.0,0.0,0.0
2,8,True,21,True,1,1,True,50.5,36.5,5000.0,36.5,0.0
2,9,True,19,True,3,2,True,107.33333333333331,71.0,5000.0,71.0,0.0
2,10,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,11,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,12,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,13,True,20,True,2,1,True,0.6666666666666667,0.0,5000.0,0.0,0.0
2,14,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,15,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
2,16,True,21,True,1,1,False,0.0,0.0,5000.0,0.0,0.0
3,1,True,17,True,5,3,True,0.5,36.5,5000.0,36.5,0.0
3,2,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,3,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,4,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,5,True,21,True,1,1,False,0.0,0.0,5000.0,0.0,0.0
3,6,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,7,True,21,True,1,1,True,6.5,0.0,5000.0,0.0,0.0
3,8,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,9,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,10,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,11,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,12,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,13,True,21,True,1,1,True,0.25,0.0,5000.0,0.0,0.0
3,14,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,15,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
3,16,True,21,True,1,1,False,0.0,0.0,5000.0,0.0,0.0
4,1,True,20,True,2,1,True,0.6666666666666665,0.0,5000.0,0.0,0.0
4,2,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
4,3,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
4,4,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
4,5,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
4,6,True,22,True,0,0,False,0.0,0.0,5000.0,0.0,0.0
