elapsed_s,packet_sequence,module_id,expected,status,status_name,payload_bytes,valid,marker,mode,flags,sequence,base_sequence,K,K1,K2,cache_outcome,main_window,error,diagnostic_prefix_hex
0.003557100018952042,3091302,0,True,0x00,OK,92,True,ESKD,DELTA,0x33,99517,99516,4,4,0,initial_unanchored_delta,False,,
0.003557100018952042,3091302,1,True,0x00,OK,86,True,ESKD,DELTA,0x33,67584,67583,1,0,1,initial_unanchored_delta,False,,
0.003557100018952042,3091302,2,True,0x00,OK,146,True,ESKD,DELTA,0x33,37880,37879,31,29,2,initial_unanchored_delta,False,,
0.003557100018952042,3091302,3,True,0x00,OK,96,True,ESKD,DELTA,0x33,9478,9477,6,3,3,initial_unanchored_delta,False,,
0.003557100018952042,3091303,0,True,0x00,OK,96,True,ESKD,DELTA,0x33,99518,99517,6,6,0,initial_unanchored_delta,False,,
0.003557100018952042,3091303,1,True,0x00,OK,86,True,ESKD,DELTA,0x33,67585,67584,1,0,1,initial_unanchored_delta,False,,
0.003557100018952042,3091303,2,True,0x00,OK,94,True,ESKD,DELTA,0x33,37881,37880,5,2,3,initial_unanchored_delta,False,,
0.003557100018952042,3091303,3,True,0x00,OK,96,True,ESKD,DELTA,0x33,9479,9478,6,3,3,initial_unanchored_delta,False,,
0.003557100018952042,3091304,0,True,0x00,OK,94,True,ESKD,DELTA,0x33,99519,99518,5,5,0,initial_unanchored_delta,False,,
0.003557100018952042,3091304,1,True,0x00,OK,86,True,ESKD,DELTA,0x33,67586,67585,1,1,0,initial_unanchored_delta,False,,
0.003557100018952042,3091304,2,True,0x00,OK,150,True,ESKD,DELTA,0x33,37882,37881,33,33,0,initial_unanchored_delta,False,,
0.003557100018952042,3091304,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,9480,9479,2,1,1,initial_unanchored_delta,False,,
0.003557100018952042,3091305,0,True,0x00,OK,96,True,ESKD,DELTA,0x33,99520,99519,6,6,0,initial_unanchored_delta,False,,
0.003557100018952042,3091305,1,True,0x00,OK,88,True,ESKD,DELTA,0x33,67587,67586,2,1,1,initial_unanchored_delta,False,,
0.003557100018952042,3091305,2,True,0x00,OK,142,True,ESKD,DELTA,0x33,37883,37882,29,29,0,initial_unanchored_delta,False,,
0.003557100018952042,3091305,3,True,0x00,OK,92,True,ESKD,DELTA,0x33,9481,9480,4,2,2,initial_unanchored_delta,False,,
0.003557100018952042,3091306,0,True,0x00,OK,96,True,ESKD,DELTA,0x33,99521,99520,6,6,0,initial_unanchored_delta,False,,
0.003557100018952042,3091306,1,True,0x00,OK,84,True,ESKD,DELTA,0x33,67588,67587,0,0,0,initial_unanchored_delta,False,,
0.003557100018952042,3091306,2,True,0x00,OK,142,True,ESKD,DELTA,0x33,37884,37883,29,29,0,initial_unanchored_delta,False,,
