elapsed_s,packet_sequence,module_id,expected,status,status_name,payload_bytes,valid,marker,mode,flags,sequence,base_sequence,K,K1,K2,cache_outcome,main_window,error,diagnostic_prefix_hex
0.03382969999802299,3025125,0,True,0x00,OK,104,True,ESKD,DELTA,0x33,33342,33341,10,8,2,initial_unanchored_delta,False,,
0.03382969999802299,3025125,1,True,0x00,OK,84,True,ESKD,DELTA,0x33,1407,1406,0,0,0,initial_unanchored_delta,False,,
0.03382969999802299,3025125,2,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.03382969999802299,3025125,3,True,0x00,OK,110,True,ESKD,DELTA,0x33,133480,133479,13,1,12,initial_unanchored_delta,False,,
0.03382969999802299,3025126,0,True,0x00,OK,118,True,ESKD,DELTA,0x33,33343,33342,17,15,2,initial_unanchored_delta,False,,
0.03382969999802299,3025126,1,True,0x00,OK,84,True,ESKD,DELTA,0x33,1408,1407,0,0,0,initial_unanchored_delta,False,,
0.03382969999802299,3025126,2,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.03382969999802299,3025126,3,True,0x00,OK,108,True,ESKD,DELTA,0x33,133481,133480,12,5,7,initial_unanchored_delta,False,,
0.03382969999802299,3025127,0,True,0x00,OK,98,True,ESKD,DELTA,0x33,33344,33343,7,6,1,initial_unanchored_delta,False,,
0.03382969999802299,3025127,1,True,0x00,OK,88,True,ESKD,DELTA,0x33,1409,1408,2,2,0,initial_unanchored_delta,False,,
0.03382969999802299,3025127,2,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.03382969999802299,3025127,3,True,0x00,OK,94,True,ESKD,DELTA,0x33,133482,133481,5,1,4,initial_unanchored_delta,False,,
0.03382969999802299,3025128,0,True,0x00,OK,106,True,ESKD,DELTA,0x33,33345,33344,11,9,2,initial_unanchored_delta,False,,
0.03382969999802299,3025128,1,True,0x00,OK,88,True,ESKD,DELTA,0x33,1410,1409,2,2,0,initial_unanchored_delta,False,,
0.03382969999802299,3025128,2,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.03382969999802299,3025128,3,True,0x00,OK,88,True,ESKD,DELTA,0x33,133483,133482,2,0,2,initial_unanchored_delta,False,,
0.03382969999802299,3025129,0,True,0x00,OK,104,True,ESKD,DELTA,0x33,33346,33345,10,8,2,initial_unanchored_delta,False,,
0.03382969999802299,3025129,1,True,0x00,OK,84,True,ESKD,DELTA,0x33,1411,1410,0,0,0,initial_unanchored_delta,False,,
0.03382969999802299,3025129,2,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.03382969999802299,3025129,3,True,0x00,OK,92,True,ESKD,DELTA,0x33,133484,133483,4,1,3,initial_unanchored_delta,False,,
0.03382969999802299,3025130,0,True,0x00,OK,112,True,ESKD,DELTA,0x33,33347,33346,14,12,2,initial_unanchored_delta,False,,
0.03382969999802299,3025130,1,True,0x00,OK,98,True,ESKD,DELTA,0x33,1412,1411,7,6,1,initial_unanchored_delta,False,,
