elapsed_s,packet_sequence,module_id,expected,status,status_name,payload_bytes,valid,marker,mode,flags,sequence,base_sequence,K,K1,K2,cache_outcome,main_window,error,diagnostic_prefix_hex
0.0036860000109300017,2878748,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878748,1,True,0x00,OK,88,True,ESKD,DELTA,0x33,18452,18451,2,0,2,initial_unanchored_delta,False,,
0.0036860000109300017,2878748,2,True,0x00,OK,104,True,ESKD,DELTA,0x33,17037,17036,10,10,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878748,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878749,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878749,1,True,0x00,OK,102,True,ESKD,DELTA,0x33,18453,18452,9,2,7,initial_unanchored_delta,False,,
0.0036860000109300017,2878749,2,True,0x00,OK,148,True,ESKD,DELTA,0x33,17038,17037,32,32,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878749,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878750,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878750,1,True,0x00,OK,118,True,ESKD,DELTA,0x33,18454,18453,17,3,14,initial_unanchored_delta,False,,
0.0036860000109300017,2878750,2,True,0x00,OK,148,True,ESKD,DELTA,0x33,17039,17038,32,32,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878750,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878751,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878751,1,True,0x00,OK,100,True,ESKD,DELTA,0x33,18455,18454,8,2,6,initial_unanchored_delta,False,,
0.0036860000109300017,2878751,2,True,0x00,OK,114,True,ESKD,DELTA,0x33,17040,17039,15,15,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878751,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878752,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878752,1,True,0x00,OK,86,True,ESKD,DELTA,0x33,18456,18455,1,1,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878752,2,True,0x00,OK,102,True,ESKD,DELTA,0x33,17041,17040,9,9,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878752,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878753,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878753,1,True,0x00,OK,94,True,ESKD,DELTA,0x33,18457,18456,5,1,4,initial_unanchored_delta,False,,
0.0036860000109300017,2878753,2,True,0x00,OK,148,True,ESKD,DELTA,0x33,17042,17041,32,32,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878753,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878754,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878754,1,True,0x00,OK,92,True,ESKD,DELTA,0x33,18458,18457,4,2,2,initial_unanchored_delta,False,,
0.0036860000109300017,2878754,2,True,0x00,OK,150,True,ESKD,DELTA,0x33,17043,17042,33,33,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878754,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878755,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878755,1,True,0x00,OK,102,True,ESKD,DELTA,0x33,18459,18458,9,4,5,initial_unanchored_delta,False,,
0.0036860000109300017,2878755,2,True,0x00,OK,114,True,ESKD,DELTA,0x33,17044,17043,15,15,0,initial_unanchored_delta,False,,
0.0036860000109300017,2878755,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878756,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878756,1,True,0x00,OK,90,True,ESKD,DELTA,0x33,18460,18459,3,2,1,initial_unanchored_delta,False,,
0.0036860000109300017,2878756,2,True,0x00,OK,104,True,ESKD,DELTA,0x33,17045,17044,10,9,1,initial_unanchored_delta,False,,
0.0036860000109300017,2878756,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878757,0,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
0.0036860000109300017,2878757,1,True,0x00,OK,90,True,ESKD,DELTA,0x33,18461,18460,3,2,1,initial_unanchored_delta,False,,
0.0036860000109300017,2878757,2,True,0x00,OK,150,True,ESKD,DELTA,0x33,17046,17045,33,32,1,initial_unanchored_delta,False,,
0.0036860000109300017,2878757,3,False,0x83,NO_IRQ,0,False,,,,,,,,,not_updated,False,,
